0,warmup_start,1745896481.5575712
0,warmup_end,1745896497.9589555
0,rank_assignment_start,1745896497.9590838
0,rank_assignment_end,1745896497.9909754
0,training_start,1745896498.0155368
0,training_end,1745896835.512404
1,warmup_start,1745896836.715646
1,warmup_end,1745896851.9653573
1,rank_assignment_start,1745896851.9656024
1,rank_assignment_end,1745896851.9764292
1,training_start,1745896852.0014603
1,training_end,1745897192.9556553
2,warmup_start,1745897194.2123148
2,warmup_end,1745897209.593969
2,rank_assignment_start,1745897209.5940769
2,rank_assignment_end,1745897209.604245
2,training_start,1745897209.6296806
2,training_end,1745897552.8593223
3,warmup_start,1745897554.0794039
3,warmup_end,1745897569.3631516
3,rank_assignment_start,1745897569.3632283
3,rank_assignment_end,1745897569.3733237
3,training_start,1745897569.3977585
3,training_end,1745897911.8642185
4,warmup_start,1745897913.0812933
4,warmup_end,1745897928.381431
4,rank_assignment_start,1745897928.3815463
4,rank_assignment_end,1745897928.391877
4,training_start,1745897928.4167633
4,training_end,1745898268.706906
5,warmup_start,1745898269.988676
5,warmup_end,1745898285.3020554
5,rank_assignment_start,1745898285.3021834
5,rank_assignment_end,1745898285.3132792
5,training_start,1745898285.3376613
5,training_end,1745898626.2208698
